datetime,number_of_cargo_ships,number_of_tanker_ships,location
2022-02-15,56,16,suez
2022-02-16,39,13,suez
2022-02-17,43,18,suez
2022-02-18,48,11,suez
2022-02-19,55,24,suez
2022-02-20,41,12,suez
2022-02-21,42,17,suez
2022-02-22,45,9,suez
2022-02-23,48,15,suez
2022-02-24,54,7,suez
2022-02-25,44,18,suez
2022-02-26,45,19,suez
2022-02-27,46,16,suez
2022-02-28,52,16,suez
2022-03-01,54,11,suez
2022-03-02,47,11,suez
2022-03-03,53,18,suez
2022-03-04,46,20,suez
2022-03-05,45,10,suez
2022-03-06,38,20,suez
2022-03-07,41,19,suez
2022-03-08,40,12,suez
2022-03-09,48,17,suez
2022-03-10,44,23,suez
2022-03-11,32,19,suez
2022-03-12,36,13,suez
2022-03-13,46,14,suez
2022-03-14,56,18,suez
2022-03-15,46,23,suez
2022-03-16,48,19,suez
2022-03-17,31,18,suez
2022-03-18,45,21,suez
2022-03-19,39,12,suez
2022-03-20,56,13,suez
2022-03-21,43,18,suez
2022-03-22,38,13,suez
2022-03-23,39,20,suez
2022-03-24,39,20,suez
2022-03-25,40,13,suez
2022-03-26,41,21,suez
2022-03-27,48,21,suez
2022-03-28,37,12,suez
2022-03-29,45,15,suez
2022-03-30,38,27,suez
2022-03-31,39,27,suez
2022-04-01,59,23,suez
2022-04-02,44,19,suez
2022-04-03,33,15,suez
2022-04-04,61,18,suez
2022-04-05,56,13,suez
2022-04-06,35,29,suez
2022-04-07,45,21,suez
2022-04-08,41,17,suez
2022-04-09,50,17,suez
2022-04-10,33,21,suez
2022-04-11,39,18,suez
2022-04-12,42,21,suez
2022-04-13,49,18,suez
2022-04-14,45,16,suez
2022-04-15,52,27,suez
2022-04-16,41,19,suez
2022-04-17,42,25,suez
2022-04-18,39,22,suez
2022-04-19,50,24,suez
2022-04-20,44,25,suez
2022-04-21,48,24,suez
2022-04-22,55,16,suez
2022-04-23,51,30,suez
2022-04-24,41,20,suez
2022-04-25,44,22,suez
2022-04-26,37,17,suez
2022-04-27,41,21,suez
2022-04-28,36,26,suez
2022-04-29,49,13,suez
2022-04-30,28,20,suez
2022-05-01,55,17,suez
2022-05-02,41,18,suez
2022-05-03,35,22,suez
2022-05-04,36,20,suez
2022-05-05,59,20,suez
2022-05-06,36,18,suez
2022-05-07,54,25,suez
2022-05-08,36,24,suez
2022-05-09,39,24,suez
2022-05-10,43,17,suez
2022-05-11,46,21,suez
2022-05-12,6,4,suez
2022-05-13,61,21,suez
2022-05-14,49,25,suez
2022-05-15,41,10,suez
2022-05-16,47,24,suez
2022-05-17,48,23,suez
2022-05-18,37,23,suez
2022-05-19,42,15,suez
2022-05-20,52,17,suez
2022-05-21,55,25,suez
2022-05-22,42,22,suez
2022-05-23,33,20,suez
2022-05-24,57,14,suez
2022-05-25,52,20,suez
2022-05-26,40,23,suez
2022-05-27,35,21,suez
2022-05-28,37,16,suez
2022-05-29,41,19,suez
2022-05-30,46,21,suez
2022-05-31,41,21,suez
2022-06-01,37,20,suez
2022-06-02,51,22,suez
2022-06-03,34,15,suez
2022-06-04,45,19,suez
2022-06-05,58,29,suez
2022-06-06,44,26,suez
2022-06-07,46,23,suez
2022-06-08,33,25,suez
2022-06-09,40,29,suez
2022-06-10,48,18,suez
2022-06-11,46,21,suez
2022-06-12,46,14,suez
2022-06-13,49,17,suez
2022-06-14,52,28,suez
2022-06-15,49,27,suez
2022-06-16,52,17,suez
2022-06-17,43,22,suez
2022-06-18,41,25,suez
2022-06-19,50,21,suez
2022-06-20,40,19,suez
2022-06-21,32,22,suez
2022-06-22,38,22,suez
2022-06-23,47,28,suez
2022-06-24,59,20,suez
2022-06-25,36,24,suez
2022-06-26,52,25,suez
2022-06-27,37,27,suez
2022-06-28,39,33,suez
2022-06-29,54,28,suez
2022-06-30,53,26,suez
2022-07-01,54,25,suez
2022-07-02,54,18,suez
2022-07-03,56,19,suez
2022-07-04,48,23,suez
2022-07-05,51,24,suez
2022-07-06,38,19,suez
2022-07-07,57,15,suez
2022-07-08,39,28,suez
2022-07-09,41,22,suez
2022-07-10,46,21,suez
2022-07-11,55,17,suez
2022-07-12,48,9,suez
2022-07-13,53,29,suez
2022-07-14,50,15,suez
2022-07-15,54,34,suez
2022-07-16,54,16,suez
2022-07-17,52,29,suez
2022-07-18,42,25,suez
2022-07-19,33,14,suez
2022-07-20,52,37,suez
2022-07-21,37,25,suez
2022-07-22,48,24,suez
2022-07-23,55,26,suez
2022-07-24,36,19,suez
2022-07-25,55,24,suez
2022-07-26,48,16,suez
2022-07-27,44,39,suez
2022-07-28,49,29,suez
2022-07-29,50,24,suez
2022-07-30,55,24,suez
2022-07-31,42,23,suez
2022-08-01,32,28,suez
2022-08-02,48,19,suez
2022-08-03,61,22,suez
2022-08-04,44,25,suez
2022-08-05,60,21,suez
2022-08-06,59,27,suez
2022-08-07,57,23,suez
2022-08-08,53,25,suez
2022-08-09,46,28,suez
2022-08-10,62,15,suez
2022-08-11,44,22,suez
2022-08-12,44,19,suez
2022-08-13,40,21,suez
2022-08-14,42,17,suez
2022-08-15,56,16,suez
2022-08-16,56,18,suez
2022-08-17,42,26,suez
2022-08-18,48,17,suez
2022-08-19,64,17,suez
2022-08-20,40,32,suez
2022-08-21,43,18,suez
2022-08-22,51,27,suez
2022-08-23,47,22,suez
2022-08-24,50,26,suez
2022-08-25,45,22,suez
2022-08-26,59,28,suez
2022-08-27,37,22,suez
2022-08-28,49,23,suez
2022-08-29,52,23,suez
2022-08-30,42,23,suez
2022-08-31,46,23,suez
2022-09-01,43,23,suez
2022-09-02,58,22,suez
2022-09-03,44,21,suez
2022-09-04,47,22,suez
2022-09-05,51,30,suez
2022-09-06,48,26,suez
2022-09-07,50,29,suez
2022-09-08,39,12,suez
2022-09-09,49,20,suez
2022-09-10,47,24,suez
2022-09-11,45,29,suez
2022-09-12,55,19,suez
2022-09-13,39,20,suez
2022-09-14,51,28,suez
2022-09-15,56,26,suez
2022-09-16,40,16,suez
2022-09-17,47,27,suez
2022-09-18,51,23,suez
2022-09-19,43,21,suez
2022-09-20,32,25,suez
2022-09-21,40,30,suez
2022-09-22,54,21,suez
2022-09-23,48,32,suez
2022-09-24,42,18,suez
2022-09-25,41,18,suez
2022-09-26,48,23,suez
2022-09-27,50,25,suez
2022-09-28,42,30,suez
2022-09-29,38,26,suez
2022-09-30,46,23,suez
2022-10-01,52,12,suez
2022-10-02,52,21,suez
2022-10-03,56,25,suez
2022-10-04,37,22,suez
2022-10-05,49,19,suez
2022-10-06,55,19,suez
2022-10-07,52,17,suez
2022-10-08,38,26,suez
2022-10-09,48,21,suez
2022-10-10,53,22,suez
2022-10-11,42,20,suez
2022-10-12,50,24,suez
2022-10-13,42,24,suez
2022-10-14,56,18,suez
2022-10-15,45,23,suez
2022-10-16,47,24,suez
2022-10-17,59,26,suez
2022-10-18,40,26,suez
2022-10-19,38,13,suez
2022-10-20,44,24,suez
2022-10-21,53,32,suez
2022-10-22,46,29,suez
2022-10-23,49,29,suez
2022-10-24,47,29,suez
2022-10-25,45,15,suez
2022-10-26,52,22,suez
2022-10-27,46,19,suez
2022-10-28,55,20,suez
2022-10-29,45,18,suez
2022-10-30,51,24,suez
2022-10-31,67,20,suez
2022-11-01,49,23,suez
2022-11-02,42,28,suez
2022-11-03,58,24,suez
2022-11-04,50,27,suez
2022-11-05,46,23,suez
2022-11-06,63,24,suez
2022-11-07,45,28,suez
2022-11-08,54,20,suez
2022-11-09,59,25,suez
2022-11-10,44,25,suez
2022-11-11,43,27,suez
2022-11-12,52,31,suez
2022-11-13,48,21,suez
2022-11-14,46,25,suez
2022-11-15,46,17,suez
2022-11-16,52,28,suez
2022-11-17,52,17,suez
2022-11-18,47,29,suez
2022-11-19,51,23,suez
2022-11-20,38,28,suez
2022-11-21,51,31,suez
2022-11-22,36,28,suez
2022-11-23,46,22,suez
2022-11-24,51,17,suez
2022-11-25,38,20,suez
2022-11-26,53,17,suez
2022-11-27,53,19,suez
2022-11-28,43,29,suez
2022-11-29,48,23,suez
2022-11-30,40,23,suez
2022-12-01,56,26,suez
2022-12-02,61,24,suez
2022-12-03,47,23,suez
2022-12-04,51,20,suez
2022-12-05,47,29,suez
2022-12-06,51,36,suez
2022-12-07,48,26,suez
2022-12-08,45,20,suez
2022-12-09,54,26,suez
2022-12-10,40,25,suez
2022-12-11,50,21,suez
2022-12-12,41,23,suez
2022-12-13,42,24,suez
2022-12-14,57,30,suez
2022-12-15,55,23,suez
2022-12-16,32,22,suez
2022-12-17,48,27,suez
2022-12-18,44,18,suez
2022-12-19,49,27,suez
2022-12-20,45,27,suez
2022-12-21,43,26,suez
2022-12-22,41,33,suez
2022-12-23,50,20,suez
2022-12-24,57,26,suez
2022-12-25,50,20,suez
2022-12-26,50,26,suez
2022-12-27,52,19,suez
2022-12-28,35,23,suez
2022-12-29,38,31,suez
2022-12-30,57,16,suez
2022-12-31,53,24,suez
2023-01-01,43,23,suez
2023-01-02,45,21,suez
2023-01-03,50,32,suez
2023-01-04,42,17,suez
2023-01-05,59,28,suez
2023-01-06,56,16,suez
2023-01-07,42,32,suez
2023-01-08,33,32,suez
2023-01-09,28,15,suez
2023-01-10,62,31,suez
2023-01-11,48,25,suez
2023-01-12,50,18,suez
2023-01-13,53,29,suez
2023-01-14,45,19,suez
2023-01-15,35,32,suez
2023-01-16,54,25,suez
2023-01-17,42,18,suez
2023-01-18,51,25,suez
2023-01-19,46,35,suez
2023-01-20,40,24,suez
2023-01-21,51,34,suez
2023-01-22,40,28,suez
2023-01-23,46,23,suez
2023-01-24,34,21,suez
2023-01-25,56,24,suez
2023-01-26,60,24,suez
2023-01-27,52,23,suez
2023-01-28,53,18,suez
2023-01-29,42,24,suez
2023-01-30,50,19,suez
2023-01-31,42,26,suez
2023-02-01,34,17,suez
2023-02-02,54,25,suez
2023-02-03,46,30,suez
2023-02-04,43,35,suez
2023-02-05,42,25,suez
2023-02-06,36,22,suez
2023-02-07,46,23,suez
2023-02-08,42,18,suez
2023-02-09,53,24,suez
2023-02-10,55,33,suez
2023-02-11,46,24,suez
2023-02-12,58,21,suez
2023-02-13,36,24,suez
2023-02-14,20,7,suez
2023-02-15,71,35,suez
2023-02-16,48,25,suez
2023-02-17,32,21,suez
2023-02-18,32,39,suez
2023-02-19,37,25,suez
2023-02-20,51,29,suez
2023-02-21,44,31,suez
2023-02-22,40,27,suez
2023-02-23,56,22,suez
2023-02-24,41,29,suez
2023-02-25,40,19,suez
2023-02-26,52,33,suez
2023-02-27,34,22,suez
2023-02-28,48,27,suez
2023-03-01,50,23,suez
2023-03-02,40,13,suez
2023-03-03,49,24,suez
2023-03-04,40,24,suez
2023-03-05,44,16,suez
2023-03-06,57,28,suez
2023-03-07,60,31,suez
2023-03-08,41,20,suez
2023-03-09,39,32,suez
2023-03-10,43,38,suez
2023-03-11,44,21,suez
2023-03-12,53,35,suez
2023-03-13,51,19,suez
2023-03-14,51,33,suez
2023-03-15,45,30,suez
2023-03-16,45,28,suez
2023-03-17,48,23,suez
2023-03-18,44,23,suez
2023-03-19,52,30,suez
2023-03-20,39,35,suez
2023-03-21,44,28,suez
2023-03-22,65,29,suez
2023-03-23,33,26,suez
2023-03-24,48,29,suez
2023-03-25,49,17,suez
2023-03-26,37,20,suez
2023-03-27,59,23,suez
2023-03-28,50,30,suez
2023-03-29,40,22,suez
2023-03-30,31,30,suez
2023-03-31,38,26,suez
2023-04-01,63,26,suez
2023-04-02,45,18,suez
2023-04-03,55,33,suez
2023-04-04,33,23,suez
2023-04-05,58,37,suez
2023-04-06,45,20,suez
2023-04-07,50,29,suez
2023-04-08,62,19,suez
2023-04-09,42,30,suez
2023-04-10,53,31,suez
2023-04-11,41,22,suez
2023-04-12,51,38,suez
2023-04-13,46,25,suez
2023-04-14,61,24,suez
2023-04-15,47,24,suez
2023-04-16,51,24,suez
2023-04-17,47,31,suez
2023-04-18,44,31,suez
2023-04-19,52,30,suez
2023-04-20,59,35,suez
2023-04-21,45,28,suez
2023-04-22,42,30,suez
2023-04-23,58,27,suez
2023-04-24,45,28,suez
2023-04-25,47,34,suez
2023-04-26,48,28,suez
2023-04-27,59,27,suez
2023-04-28,54,24,suez
2023-04-29,47,26,suez
2023-04-30,53,33,suez
2023-05-01,44,29,suez
2023-05-02,70,30,suez
2023-05-03,43,27,suez
2023-05-04,61,26,suez
2023-05-05,61,21,suez
2023-05-06,53,22,suez
2023-05-07,45,36,suez
2023-05-08,52,24,suez
2023-05-09,49,26,suez
2023-05-10,48,25,suez
2023-05-11,49,36,suez
2023-05-12,49,23,suez
2023-05-13,49,22,suez
2023-05-14,49,25,suez
2023-05-15,52,33,suez
2023-05-16,44,33,suez
2023-05-17,50,30,suez
2023-05-18,52,43,suez
2023-05-19,53,22,suez
2023-05-20,58,25,suez
2023-05-21,49,22,suez
2023-05-22,40,23,suez
2023-05-23,52,44,suez
2023-05-24,45,28,suez
2023-05-25,40,11,suez
2023-05-26,57,31,suez
2023-05-27,53,17,suez
2023-05-28,66,24,suez
2023-05-29,43,26,suez
2023-05-30,57,32,suez
2023-05-31,51,21,suez
2023-06-01,46,18,suez
2023-06-02,62,26,suez
2023-06-03,42,22,suez
2023-06-04,31,32,suez
2023-06-05,51,21,suez
2023-06-06,52,21,suez
2023-06-07,61,28,suez
2023-06-08,51,33,suez
2023-06-09,45,28,suez
2023-06-10,40,40,suez
2023-06-11,43,30,suez
2023-06-12,57,20,suez
2023-06-13,40,31,suez
2023-06-14,46,32,suez
2023-06-15,44,25,suez
2023-06-16,51,26,suez
2023-06-17,41,26,suez
2023-06-18,57,30,suez
2023-06-19,44,23,suez
2023-06-20,36,21,suez
2023-06-21,44,28,suez
2023-06-22,65,34,suez
2023-06-23,44,29,suez
2023-06-24,70,26,suez
2023-06-25,66,22,suez
2023-06-26,45,17,suez
2023-06-27,46,31,suez
2023-06-28,56,30,suez
2023-06-29,30,21,suez
2023-06-30,56,31,suez
2023-07-01,46,27,suez
2023-07-02,53,27,suez
2023-07-03,41,25,suez
2023-07-04,38,23,suez
2023-07-05,56,30,suez
2023-07-06,38,24,suez
2023-07-07,38,29,suez
2023-07-08,53,28,suez
2023-07-09,51,20,suez
2023-07-10,66,22,suez
2023-07-11,38,19,suez
2023-07-12,31,22,suez
2023-07-13,47,27,suez
2023-07-14,47,38,suez
2023-07-15,55,26,suez
2023-07-16,42,31,suez
2023-07-17,26,29,suez
2023-07-18,48,35,suez
2023-07-19,48,29,suez
2023-07-20,47,31,suez
2023-07-21,48,25,suez
2023-07-22,45,30,suez
2023-07-23,47,25,suez
2023-07-24,41,26,suez
2023-07-25,43,24,suez
2023-07-26,51,23,suez
2023-07-27,46,23,suez
2023-07-28,47,21,suez
2023-07-29,35,31,suez
2023-07-30,51,18,suez
2023-07-31,38,30,suez
2023-08-01,43,19,suez
2023-08-02,61,24,suez
2023-08-03,37,22,suez
2023-08-04,55,23,suez
2023-08-05,41,18,suez
2023-08-06,38,15,suez
2023-08-07,55,25,suez
2023-08-08,47,25,suez
2023-08-09,41,32,suez
2023-08-10,41,27,suez
2023-08-11,44,27,suez
2023-08-12,45,17,suez
2023-08-13,53,30,suez
2023-08-14,48,25,suez
2023-08-15,38,23,suez
2023-08-16,55,25,suez
2023-08-17,47,23,suez
2023-08-18,61,24,suez
2023-08-19,55,31,suez
2023-08-20,50,29,suez
2023-08-21,46,20,suez
2023-08-22,47,24,suez
2023-08-23,49,18,suez
2023-08-24,60,24,suez
2023-08-25,49,18,suez
2023-08-26,46,21,suez
2023-08-27,48,23,suez
2023-08-28,55,29,suez
2023-08-29,45,24,suez
2023-08-30,50,21,suez
2023-08-31,49,24,suez
2023-09-01,47,27,suez
2023-09-02,49,25,suez
2023-09-03,45,25,suez
2023-09-04,47,19,suez
2023-09-05,32,23,suez
2023-09-06,61,27,suez
2023-09-07,59,24,suez
2023-09-08,57,25,suez
2023-09-09,46,26,suez
2023-09-10,46,33,suez
2023-09-11,67,27,suez
2023-09-12,38,32,suez
2023-09-13,52,26,suez
2023-09-14,49,24,suez
2023-09-15,48,28,suez
2023-09-16,44,17,suez
2023-09-17,55,22,suez
2023-09-18,42,32,suez
2023-09-19,41,27,suez
2023-09-20,55,25,suez
2023-09-21,48,27,suez
2023-09-22,39,20,suez
2023-09-23,51,28,suez
2023-09-24,44,24,suez
2023-09-25,40,28,suez
2023-09-26,59,22,suez
2023-09-27,50,23,suez
2023-09-28,54,28,suez
2023-09-29,62,23,suez
2023-09-30,52,22,suez
2023-10-01,58,25,suez
2023-10-02,49,21,suez
2023-10-03,46,19,suez
2023-10-04,44,20,suez
2023-10-05,55,27,suez
2023-10-06,44,31,suez
2023-10-07,55,22,suez
2023-10-08,62,28,suez
2023-10-09,53,29,suez
2023-10-10,51,26,suez
2023-10-11,48,26,suez
2023-10-12,53,25,suez
2023-10-13,56,23,suez
2023-10-14,55,29,suez
2023-10-15,51,32,suez
2023-10-16,58,25,suez
2023-10-17,43,27,suez
2023-10-18,42,18,suez
2023-10-19,48,31,suez
2023-10-20,56,29,suez
2023-10-21,30,27,suez
2023-10-22,65,19,suez
2023-10-23,48,30,suez
2023-10-24,51,29,suez
2023-10-25,55,26,suez
2023-10-26,52,24,suez
2023-10-27,50,24,suez
2023-10-28,63,25,suez
2023-10-29,51,12,suez
2023-10-30,54,22,suez
2023-10-31,43,26,suez
2023-11-01,41,32,suez
2023-11-02,52,27,suez
2023-11-03,50,25,suez
2023-11-04,50,33,suez
2023-11-05,62,19,suez
2023-11-06,56,23,suez
2023-11-07,49,14,suez
2023-11-08,59,26,suez
2023-11-09,46,29,suez
2023-11-10,47,27,suez
2023-11-11,50,21,suez
2023-11-12,47,24,suez
2023-11-13,57,25,suez
2023-11-14,53,26,suez
2023-11-15,62,24,suez
2023-11-16,53,19,suez
2023-11-17,59,35,suez
2023-11-18,49,20,suez
2023-11-19,45,21,suez
2023-11-20,46,22,suez
2023-11-21,48,21,suez
2023-11-22,58,27,suez
2023-11-23,39,25,suez
2023-11-24,51,31,suez
2023-11-25,52,26,suez
2023-11-26,50,28,suez
2023-11-27,48,23,suez
2023-11-28,54,22,suez
2023-11-29,47,25,suez
2023-11-30,55,20,suez
2023-12-01,42,30,suez
2023-12-02,45,24,suez
2023-12-03,55,29,suez
2023-12-04,45,24,suez
2023-12-05,53,21,suez
2023-12-06,44,21,suez
2023-12-07,45,21,suez
2023-12-08,52,29,suez
2023-12-09,45,32,suez
2023-12-10,47,20,suez
2023-12-11,41,31,suez
2023-12-12,52,30,suez
2023-12-13,59,23,suez
2023-12-14,45,26,suez
2023-12-15,47,22,suez
2023-12-16,44,21,suez
2023-12-17,53,33,suez
2023-12-18,43,26,suez
2023-12-19,57,18,suez
2023-12-20,48,26,suez
2023-12-21,51,26,suez
2023-12-22,46,22,suez
2023-12-23,37,19,suez
2023-12-24,39,18,suez
2023-12-25,35,22,suez
2023-12-26,37,20,suez
2023-12-27,37,15,suez
2023-12-28,45,23,suez
2023-12-29,34,21,suez
2023-12-30,47,18,suez
2023-12-31,27,26,suez
2024-01-01,27,17,suez
2024-01-02,38,21,suez
2024-01-03,35,15,suez
2024-01-04,40,19,suez
2024-01-05,25,20,suez
2024-01-06,29,22,suez
2024-01-07,39,16,suez
2024-01-08,44,11,suez
2024-01-09,35,17,suez
2024-01-10,34,17,suez
2024-01-11,31,19,suez
2024-01-12,25,10,suez
2024-01-13,35,14,suez
2024-01-14,36,14,suez
2024-01-15,33,16,suez
2024-01-16,24,16,suez
2024-01-17,37,15,suez
2024-01-18,36,20,suez
2024-01-19,25,17,suez
2024-01-20,26,8,suez
2024-01-21,35,14,suez
2024-01-22,31,13,suez
2024-01-23,21,12,suez
2024-01-24,22,16,suez
2024-01-25,28,17,suez
2019-01-01,43,12,cape
2019-01-02,17,5,cape
2019-01-03,44,16,cape
2019-01-04,25,11,cape
2019-01-05,39,21,cape
2019-01-06,18,7,cape
2019-01-07,45,10,cape
2019-01-08,21,10,cape
2019-01-09,48,15,cape
2019-01-10,29,5,cape
2019-01-11,54,19,cape
2019-01-12,16,5,cape
2019-01-13,34,15,cape
2019-01-14,43,11,cape
2019-01-15,30,8,cape
2019-01-16,44,14,cape
2019-01-17,13,12,cape
2019-01-18,31,9,cape
2019-01-19,18,3,cape
2019-01-20,39,15,cape
2019-01-21,26,12,cape
2019-01-22,28,11,cape
2019-01-23,32,11,cape
2019-01-24,22,12,cape
2019-01-25,29,12,cape
2019-01-26,35,6,cape
2019-01-27,38,16,cape
2019-01-28,37,9,cape
2019-01-29,32,9,cape
2019-01-30,44,14,cape
2019-01-31,23,9,cape
2019-02-01,26,8,cape
2019-02-02,34,8,cape
2019-02-03,33,6,cape
2019-02-04,38,10,cape
2019-02-05,31,8,cape
2019-02-06,34,11,cape
2019-02-07,35,13,cape
2019-02-08,43,12,cape
2019-02-09,36,10,cape
2019-02-10,36,14,cape
2019-02-11,30,14,cape
2019-02-12,31,9,cape
2019-02-13,30,10,cape
2019-02-14,39,9,cape
2019-02-15,28,6,cape
2019-02-16,39,13,cape
2019-02-17,19,13,cape
2019-02-18,49,18,cape
2019-02-19,23,10,cape
2019-02-20,51,15,cape
2019-02-21,23,8,cape
2019-02-22,60,13,cape
2019-02-23,22,8,cape
2019-02-24,49,23,cape
2019-02-25,29,6,cape
2019-02-26,50,19,cape
2019-02-27,14,4,cape
2019-02-28,28,9,cape
2019-03-01,42,19,cape
2019-03-02,28,4,cape
2019-03-03,44,16,cape
2019-03-04,28,9,cape
2019-03-05,42,15,cape
2019-03-06,28,9,cape
2019-03-07,23,10,cape
2019-03-08,24,10,cape
2019-03-09,31,7,cape
2019-03-10,30,13,cape
2019-03-11,27,9,cape
2019-03-12,26,12,cape
2019-03-13,21,16,cape
2019-03-14,28,6,cape
2019-03-15,29,10,cape
2019-03-16,38,14,cape
2019-03-17,31,10,cape
2019-03-18,32,20,cape
2019-03-19,37,14,cape
2019-03-20,33,6,cape
2019-03-21,26,11,cape
2019-03-22,23,12,cape
2019-03-23,18,12,cape
2019-03-24,39,16,cape
2019-03-25,24,11,cape
2019-03-26,25,13,cape
2019-03-27,26,18,cape
2019-03-28,28,11,cape
2019-03-29,21,14,cape
2019-03-30,23,6,cape
2019-03-31,25,13,cape
2019-04-01,34,10,cape
2019-04-02,27,11,cape
2019-04-03,37,12,cape
2019-04-04,32,9,cape
2019-04-05,32,11,cape
2019-04-06,35,10,cape
2019-04-07,52,7,cape
2019-04-08,41,6,cape
2019-04-09,48,12,cape
2019-04-10,39,8,cape
2019-04-11,39,23,cape
2019-04-12,36,19,cape
2019-04-13,26,9,cape
2019-04-14,34,10,cape
2019-04-15,34,11,cape
2019-04-16,30,8,cape
2019-04-17,32,7,cape
2019-04-18,42,9,cape
2019-04-19,31,13,cape
2019-04-20,32,9,cape
2019-04-21,27,13,cape
2019-04-22,26,13,cape
2019-04-23,45,10,cape
2019-04-24,37,8,cape
2019-04-25,40,11,cape
2019-04-26,32,15,cape
2019-04-27,36,11,cape
2019-04-28,33,4,cape
2019-04-29,36,14,cape
2019-04-30,39,11,cape
2019-05-01,42,6,cape
2019-05-02,27,10,cape
2019-05-03,25,10,cape
2019-05-04,29,10,cape
2019-05-05,39,8,cape
2019-05-06,45,10,cape
2019-05-07,40,14,cape
2019-05-08,38,15,cape
2019-05-09,30,11,cape
2019-05-10,28,11,cape
2019-05-11,44,11,cape
2019-05-12,23,6,cape
2019-05-13,35,7,cape
2019-05-14,35,12,cape
2019-05-15,30,9,cape
2019-05-16,32,18,cape
2019-05-17,43,13,cape
2019-05-18,31,12,cape
2019-05-19,47,15,cape
2019-05-20,31,8,cape
2019-05-21,31,10,cape
2019-05-22,38,7,cape
2019-05-23,36,12,cape
2019-05-24,39,8,cape
2019-05-25,37,12,cape
2019-05-26,24,18,cape
2019-05-27,35,6,cape
2019-05-28,33,8,cape
2019-05-29,37,14,cape
2019-05-30,53,13,cape
2019-05-31,41,16,cape
2019-06-01,26,12,cape
2019-06-02,40,14,cape
2019-06-03,45,7,cape
2019-06-04,52,12,cape
2019-06-05,27,8,cape
2019-06-06,20,13,cape
2019-06-07,39,8,cape
2019-06-08,37,20,cape
2019-06-09,52,11,cape
2019-06-10,40,12,cape
2019-06-11,31,7,cape
2019-06-12,24,8,cape
2019-06-13,45,9,cape
2019-06-14,53,9,cape
2019-06-15,37,11,cape
2019-06-16,44,12,cape
2019-06-17,42,14,cape
2019-06-18,50,8,cape
2019-06-19,37,10,cape
2019-06-20,37,14,cape
2019-06-21,29,15,cape
2019-06-22,26,6,cape
2019-06-23,46,21,cape
2019-06-24,52,16,cape
2019-06-25,31,12,cape
2019-06-26,46,12,cape
2019-06-27,46,8,cape
2019-06-28,29,16,cape
2019-06-29,37,15,cape
2019-06-30,47,11,cape
2019-07-01,32,9,cape
2019-07-02,29,8,cape
2019-07-03,43,11,cape
2019-07-04,43,6,cape
2019-07-05,29,10,cape
2019-07-06,42,12,cape
2019-07-07,28,5,cape
2019-07-08,38,17,cape
2019-07-09,30,15,cape
2019-07-10,49,13,cape
2019-07-11,42,13,cape
2019-07-12,50,11,cape
2019-07-13,49,17,cape
2019-07-14,47,12,cape
2019-07-15,39,18,cape
2019-07-16,35,11,cape
2019-07-17,43,10,cape
2019-07-18,42,12,cape
2019-07-19,36,6,cape
2019-07-20,31,9,cape
2019-07-21,49,13,cape
2019-07-22,43,17,cape
2019-07-23,36,11,cape
2019-07-24,31,10,cape
2019-07-25,41,9,cape
2019-07-26,31,10,cape
2019-07-27,48,19,cape
2019-07-28,54,13,cape
2019-07-29,51,16,cape
2019-07-30,37,7,cape
2019-07-31,34,6,cape
2019-08-01,41,11,cape
2019-08-02,36,14,cape
2019-08-03,46,10,cape
2019-08-04,44,9,cape
2019-08-05,35,7,cape
2019-08-06,55,11,cape
2019-08-07,37,15,cape
2019-08-08,41,13,cape
2019-08-09,49,11,cape
2019-08-10,53,11,cape
2019-08-11,33,8,cape
2019-08-12,39,13,cape
2019-08-13,37,9,cape
2019-08-14,37,9,cape
2019-08-15,41,12,cape
2019-08-16,44,12,cape
2019-08-17,46,9,cape
2019-08-18,43,12,cape
2019-08-19,30,17,cape
2019-08-20,37,4,cape
2019-08-21,42,17,cape
2019-08-22,44,9,cape
2019-08-23,56,13,cape
2019-08-24,33,8,cape
2019-08-25,44,12,cape
2019-08-26,31,11,cape
2019-08-27,29,3,cape
2019-08-28,44,12,cape
2019-08-29,41,15,cape
2019-08-30,36,8,cape
2019-08-31,34,12,cape
2019-09-01,35,14,cape
2019-09-02,41,6,cape
2019-09-03,34,14,cape
2019-09-04,34,8,cape
2019-09-05,41,9,cape
2019-09-06,39,16,cape
2019-09-07,40,11,cape
2019-09-08,45,12,cape
2019-09-09,41,10,cape
2019-09-10,43,10,cape
2019-09-11,52,10,cape
2019-09-12,52,12,cape
2019-09-13,21,11,cape
2019-09-14,43,15,cape
2019-09-15,42,12,cape
2019-09-16,42,10,cape
2019-09-17,52,17,cape
2019-09-18,35,10,cape
2019-09-19,40,14,cape
2019-09-20,33,10,cape
2019-09-21,36,18,cape
2019-09-22,37,13,cape
2019-09-23,56,13,cape
2019-09-24,38,17,cape
2019-09-25,39,6,cape
2019-09-26,43,9,cape
2019-09-27,43,17,cape
2019-09-28,48,13,cape
2019-09-29,35,12,cape
2019-09-30,46,16,cape
2019-10-01,43,17,cape
2019-10-02,49,7,cape
2019-10-03,44,13,cape
2019-10-04,53,11,cape
2019-10-05,32,12,cape
2019-10-06,48,13,cape
2019-10-07,40,10,cape
2019-10-08,35,6,cape
2019-10-09,31,14,cape
2019-10-10,41,15,cape
2019-10-11,41,15,cape
2019-10-12,38,10,cape
2019-10-13,43,11,cape
2019-10-14,47,10,cape
2019-10-15,40,16,cape
